,song_name,main_artist,artist_count,released_year,released_month,released_day,streams,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
891,"come back home - from ""purple hearts""",sofia carson,1,2022,7,12,97610446,145,Major,56,43,53,24,0,12,4
892,el rescate,grupo marca registrada,2,2022,7,22,287278853,99,Minor,79,64,59,28,0,11,14
893,heartless,kanye west,1,2008,1,1,887906111,88,Minor,79,66,65,5,0,25,14
894,stay with me,calvin harris,4,2022,7,15,123473120,126,Major,81,90,73,28,0,29,4
895,siempre pendientes,peso pluma,2,2022,8,15,295152154,136,Major,77,71,75,33,1,13,4
896,jgl,luis r conriquez,2,2022,2,18,323455692,113,Major,70,97,59,55,0,27,12
897,don't you worry,david guetta,3,2022,6,16,240918092,132,Major,82,49,88,20,0,21,3
898,pipoco,melody,3,2022,5,20,191873381,135,Major,77,74,74,47,0,34,8
899,hold me closer,elton john,2,2017,11,10,284216603,126,Major,67,49,77,11,0,19,11
900,forget me,lewis capaldi,1,2022,9,9,239411309,102,Minor,67,72,74,30,0,36,4
901,after like,ive,1,2022,8,22,265548837,125,Major,68,80,92,10,0,9,12
902,bound 2,kanye west,1,2013,1,1,703301727,149,Major,37,28,66,14,0,9,5
903,b.o.t.a.,interplanetary criminal,2,2022,6,15,244585109,137,Major,74,71,89,24,61,15,5
904,talk that talk,twice,1,2022,8,26,189476119,120,Minor,77,78,91,14,0,33,12
905,billie eilish.,armani white,1,2022,1,20,277132266,100,Major,90,75,50,11,0,9,26
906,ferxxo 100,feid,1,2022,6,3,278920007,164,Minor,70,58,57,25,0,15,7
907,ku lo sa - a colors show,oxlade,1,2022,6,10,222410722,93,Minor,65,79,66,31,0,22,7
908,prohibidox,feid,1,2022,9,13,185392587,180,Minor,65,52,80,5,0,6,25
909,static,steve lacy,1,2022,7,15,202452860,79,Major,34,22,31,43,63,10,7
910,the scientist,coldplay,1,2002,8,5,1608164312,146,Major,56,21,44,73,0,11,2
911,sparks,coldplay,1,2000,7,10,624101957,103,Major,37,17,27,75,5,10,3
912,talk,yeat,1,2022,9,2,148461629,140,Minor,70,26,76,8,0,54,23
913,xq te pones asï¿,yandel,2,2022,9,13,47093942,92,Major,81,48,70,13,0,15,7
914,selfish,pnb rock,1,2016,6,23,380319238,102,Minor,64,4,60,11,0,19,4
915,sin seï¿½ï,ovy on the drums,2,2022,7,22,209106362,118,Minor,82,75,85,33,1,11,4
916,lady mi amor,feid,1,2022,9,13,53987404,93,Major,78,75,62,6,0,15,6
917,poland,lil yachty,1,2022,6,23,115331792,150,Minor,70,26,56,14,83,11,5
918,the loneliest,mï¿½ï¿½ne,1,2022,10,7,225093344,130,Major,52,24,60,0,0,8,3
919,bye bye,marshmello,2,2022,10,14,84697729,83,Minor,65,24,53,6,0,51,4
920,baby otaku,fran c,4,2022,8,18,159240673,102,Major,84,43,75,5,0,6,8
921,nxde,(g)i-dle,1,2022,10,17,170709584,136,Minor,73,65,91,4,0,48,18
922,miss you,southstar,1,1982,5,16,154356956,145,Major,66,24,58,17,0,19,5
923,we fell in love in october,girl in red,1,2018,11,21,723043854,130,Major,57,24,37,11,18,16,3
924,2 be loved,lizzo,1,2022,7,14,247689123,156,Major,72,92,77,9,0,8,11
925,celestial,ed sheeran,1,2022,9,29,176474912,123,Major,57,50,85,5,0,16,4
926,typa girl,blackpink,1,2022,9,16,235549288,132,Major,92,53,62,7,0,63,10
927,i really want to stay at your house,rosa walton,2,2020,12,18,140430339,125,Minor,49,13,74,0,0,9,4
928,california breeze,lil baby,1,2022,10,14,85559365,162,Minor,74,22,67,0,0,11,46
929,bamba,luciano,3,2022,9,22,146223492,138,Major,80,82,81,14,0,13,36
930,casei com a putaria,mc ryan sp,3,2022,7,1,187701588,161,Minor,59,62,60,12,0,5,44
931,major distribution,drake,2,2022,11,4,154863153,131,Minor,91,23,55,1,0,7,32
932,pussy & millions,drake,3,2022,11,4,191333656,122,Minor,75,45,63,6,0,35,12
933,vigilante shit,taylor swift,1,2022,10,21,253650850,80,Minor,80,16,28,17,0,12,39
934,question...?,taylor swift,1,2022,10,21,223064273,109,Major,75,11,50,20,0,30,17
935,on bs,drake,2,2022,11,4,170413877,158,Major,84,33,36,2,0,39,59
936,mastermind,taylor swift,1,2022,10,21,218320587,126,Major,66,12,35,55,0,9,14
937,circo loco,drake,2,2022,11,4,141720999,104,Major,73,25,61,1,0,32,7
938,labyrinth,taylor swift,1,2022,10,21,187339835,110,Major,48,15,31,80,22,12,4
939,spin bout u,drake,2,2022,11,4,198365537,130,Major,77,20,70,1,0,16,5
940,sweet nothing,taylor swift,1,2022,10,21,186104310,177,Major,34,39,16,97,0,12,5
941,"would've, could've, should've",taylor swift,1,2022,10,21,177503916,158,Major,48,55,84,43,0,15,12
942,con la brisa,ludwig goransson,2,2022,11,4,71095708,114,Minor,62,25,44,51,33,14,3
943,privileged rappers,drake,2,2022,11,4,112436403,144,Major,93,62,61,0,0,12,20
944,the astronaut,jin,1,2022,10,28,203436468,125,Major,54,22,76,0,0,14,3
945,backoutsideboyz,drake,1,2022,11,4,93367537,142,Minor,85,40,43,4,0,39,32
946,broke boys,drake,2,2022,11,4,106249219,120,Major,64,11,53,1,0,25,27
947,the great war,taylor swift,1,2022,10,21,181382590,96,Major,57,55,74,22,0,8,4
948,my mind & me,selena gomez,1,2022,11,3,91473363,144,Major,60,24,39,57,0,8,3
949,bigger than the whole sky,taylor swift,1,2022,10,21,121871870,166,Major,42,7,24,83,1,12,6
950,a veces,feid,2,2022,11,3,73513683,92,Major,80,81,67,4,0,8,6
951,en la de ella,feid,3,2022,10,20,133895612,97,Major,82,67,77,8,0,12,5
952,alone,burna boy,1,2022,11,4,96007391,90,Minor,61,32,67,15,0,11,5
