Draw Date,WinningNumbers1,WinningNumbers2,WinningNumbers3,WinningNumbers4,WinningNumbers5,Mega Ball,Multiplier
1/9/04,24,32,38,47,49,12,
1/6/04,07,13,15,25,32,9,
1/2/04,07,08,36,44,48,9,
12/30/03,12,18,21,32,46,49,
12/26/03,01,10,17,20,29,36,
12/23/03,02,13,21,22,49,52,
12/19/03,05,10,17,35,39,38,
12/16/03,16,24,31,46,47,47,
12/12/03,09,16,32,45,46,26,
12/9/03,04,14,15,24,48,41,
12/5/03,01,12,15,18,44,42,
12/2/03,10,13,24,34,49,4,
11/28/03,19,26,31,44,50,19,
11/25/03,22,32,37,40,41,52,
11/21/03,14,26,28,36,42,14,
11/18/03,04,11,25,30,52,36,
11/14/03,03,13,31,41,42,52,
11/11/03,02,05,17,21,22,43,
11/7/03,06,18,23,26,30,31,
11/4/03,16,24,43,44,45,22,
10/31/03,06,12,13,36,46,3,
10/28/03,06,09,20,40,47,26,
10/24/03,08,09,16,30,31,15,
10/21/03,18,34,46,51,52,38,
10/17/03,14,20,31,46,48,18,
10/14/03,18,19,21,33,40,29,
10/10/03,04,19,36,42,48,13,
10/7/03,01,02,22,40,41,43,
10/3/03,19,21,30,31,52,51,
9/30/03,02,26,37,40,46,49,
9/26/03,05,29,32,45,52,29,
9/23/03,05,16,24,49,51,28,
9/19/03,13,14,24,34,47,13,
9/16/03,15,20,24,30,46,42,
9/12/03,16,22,23,38,46,45,
9/9/03,14,15,30,39,46,30,
9/5/03,07,09,28,41,42,19,
9/2/03,22,26,27,32,39,14,
8/29/03,08,11,17,42,52,10,
8/26/03,09,28,42,44,49,47,
8/22/03,04,19,31,32,51,31,
8/19/03,07,11,24,28,52,16,
8/15/03,01,16,20,41,52,13,
8/12/03,08,11,18,35,51,26,
8/8/03,06,09,35,40,43,42,
8/5/03,07,32,34,38,44,49,
8/1/03,02,11,27,30,33,46,
7/29/03,01,17,19,32,42,33,
7/25/03,33,46,47,50,51,30,
7/22/03,01,05,31,38,47,3,
7/18/03,29,30,34,38,44,39,
7/15/03,01,26,33,43,48,22,
7/11/03,01,04,10,16,18,10,
7/8/03,02,09,27,29,35,18,
7/4/03,06,07,22,37,46,8,
7/1/03,28,32,39,45,48,31,
6/27/03,01,14,20,31,40,43,
6/24/03,02,26,43,44,47,31,
6/20/03,01,02,03,12,37,35,
6/17/03,27,31,34,40,52,1,
6/13/03,12,15,16,20,51,33,
6/10/03,14,15,23,32,52,37,
6/6/03,10,14,28,39,40,35,
6/3/03,04,20,25,29,32,20,
5/30/03,01,21,28,33,51,3,
5/27/03,10,11,17,20,26,3,
5/23/03,12,20,31,33,50,17,
5/20/03,02,16,36,44,49,3,
5/16/03,05,10,16,26,39,52,
5/13/03,17,20,47,49,50,34,
5/9/03,01,10,20,22,28,39,
5/6/03,05,14,32,44,52,24,
5/2/03,02,05,19,32,34,52,
4/29/03,06,08,09,33,35,32,
4/25/03,01,12,32,48,51,29,
4/22/03,03,09,15,28,52,7,
4/18/03,05,15,24,50,52,3,
4/15/03,16,29,31,39,52,21,
4/11/03,15,26,27,38,39,46,
4/8/03,08,10,24,38,45,6,
4/4/03,06,22,28,31,40,18,
4/1/03,07,12,26,45,47,36,
3/28/03,08,12,21,27,29,15,
3/25/03,15,21,37,40,42,7,
3/21/03,06,17,18,40,50,8,
3/18/03,13,14,16,29,49,29,
3/14/03,03,06,14,31,33,8,
3/11/03,10,15,26,28,39,10,
3/7/03,07,10,32,36,41,33,
3/4/03,02,26,36,37,41,22,
2/28/03,11,16,26,48,49,13,
2/25/03,02,04,06,37,47,38,
2/21/03,21,28,29,40,51,20,
2/18/03,12,22,29,42,50,11,
2/14/03,11,13,19,32,47,21,
2/11/03,18,20,23,48,49,10,
2/7/03,03,09,20,26,27,50,
2/4/03,05,12,16,22,24,48,
1/31/03,01,08,09,19,22,21,
1/28/03,13,24,26,32,47,34,
1/24/03,16,31,37,40,41,5,
1/21/03,04,41,48,50,51,23,
1/17/03,25,26,38,42,46,27,
1/14/03,30,39,41,47,52,27,
1/10/03,07,17,18,34,50,18,
1/7/03,15,16,28,34,51,33,
1/3/03,06,14,28,37,46,3,
12/31/02,08,21,29,42,51,34,
12/27/02,11,14,26,30,39,3,
12/24/02,08,24,39,43,52,43,
12/20/02,10,14,41,46,49,52,
12/17/02,03,07,21,29,49,46,
12/13/02,02,13,14,24,46,34,
12/10/02,03,05,09,16,31,28,
12/6/02,04,08,30,36,52,48,
12/3/02,01,15,19,40,51,26,
11/29/02,08,25,33,42,49,40,
11/26/02,03,21,27,31,43,34,
11/22/02,11,16,19,22,46,5,
11/19/02,07,16,20,40,52,8,
11/15/02,06,17,44,49,51,39,
11/12/02,03,28,45,48,50,24,
11/8/02,17,19,37,47,48,14,
11/5/02,02,07,16,28,36,47,
11/1/02,05,10,22,23,43,37,
10/29/02,09,10,14,41,49,35,
10/25/02,08,15,34,39,47,4,
10/22/02,16,20,26,36,48,32,
10/18/02,10,31,40,48,51,38,
10/15/02,06,20,27,34,51,22,
10/11/02,09,11,17,26,41,29,
10/8/02,18,34,43,47,50,25,
10/4/02,10,42,43,45,51,1,
10/1/02,07,21,30,32,37,15,
9/27/02,23,27,30,33,36,5,
9/24/02,08,32,34,42,50,21,
9/20/02,01,02,04,05,46,8,
9/17/02,07,10,19,26,44,5,
9/13/02,24,32,37,40,51,12,
9/10/02,04,06,10,21,25,21,
9/6/02,31,39,42,49,51,35,
9/3/02,08,23,36,49,51,10,
8/30/02,06,31,32,42,51,42,
8/27/02,02,05,11,18,45,22,
8/23/02,05,19,20,45,48,44,
8/20/02,02,13,20,23,43,6,
8/16/02,22,31,33,44,52,43,
8/13/02,03,10,15,18,25,52,
8/9/02,07,17,23,43,44,26,
8/6/02,02,06,38,40,50,14,
8/2/02,10,16,23,28,31,7,
7/30/02,02,06,22,27,44,1,
7/26/02,20,27,28,37,49,32,
7/23/02,10,12,29,32,38,7,
7/19/02,07,15,24,37,46,9,
7/16/02,10,24,35,49,52,47,
7/12/02,13,19,23,38,47,15,
7/9/02,26,29,31,44,48,40,
7/5/02,11,20,26,29,41,41,
7/2/02,14,22,32,35,44,6,
6/28/02,18,31,49,50,51,4,
6/25/02,04,18,21,27,41,50,
6/21/02,13,18,32,39,49,6,
6/18/02,06,13,18,27,45,18,
6/14/02,04,08,32,37,43,2,
6/11/02,05,06,09,33,44,52,
6/7/02,14,22,27,28,42,13,
6/4/02,03,25,29,30,48,48,
5/31/02,12,28,45,46,52,47,
5/28/02,06,21,22,29,32,24,
5/24/02,02,04,32,44,52,36,
5/21/02,04,28,39,41,44,9,
5/17/02,15,18,25,33,47,30,
